L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
null,null,0,,035.CityMild,null,null,10.They_Might_Not,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,null,0,강원진,null,후…후…….. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,1,이지은,null,대체 뭘 쫓는 걸까. 원진씨는. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,2,강원진,null,진실을 쫓고 있습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,2,강원진,null,방해하지 말아주세요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,2,강원진,null,함정임과 유구현 청장과는 관련 없는 일입니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,1,이지은,null,"글쎄, 윗 분들은 그걸 믿으실 생각이 없으시다네. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,1,이지은,null,어서 도망가. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
gang02,Lee01,1,이지은,null,경찰 병력 쭉 깔렸으니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,2,FALSE,FALSE,FALSE,FALSE
