L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
null,null,0,,032.Dr.Park,null,null,null,0,2.1,2,0,FALSE,FALSE,FALSE,FALSE
null,null,0,박우주,null,……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,정신이 드셨습니까. ,null,06.I_ll_Remember_You,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,멀쩡하게 돌아온 것 같아요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,프로그램도 정상적으로 작동하고 있어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,무슨 일이 일어났는지도 다 알고 있구요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,"하지만, 인간들의 혼란을 원치 않던 당신이 왜 저를 도운 건지 모르겠어요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,함정임이 제 머리를 열었더라면 이 사태는 자연스레 해결됐을텐데. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,닥터 박의 자료가 있습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,Q-RAX만이 접근할 수 있도록 되어있어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,박우주씨가 이걸 봐야한다고 생각했습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,그 전에 죽으면 닥터 박의 의지는 무너지고 마는 거니까요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,33.movie,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,제 창조주는 모자란 사람이 분명해요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,"배신당할 걸 알면서도 바보같이 사는, 머저리. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,닥터 박은 당신이 인간을 혐오하는 걸 원치 않았어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,인간과 조화를 이루며 살길 바랬죠. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,"하지만, 전 모르겠어요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,당장에도 절 해부하려는 인간이 있었는걸요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,박우주씨가 그러셨죠. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,지켜봐야한다고. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,지금이라도 생각을 바꿔서 지켜봐요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,1,강원진,null,아직 늦지 않았어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
Park03,gang01,2,박우주,null,…난 모르겠어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,CG12,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,"아담이 누군지 몰랐지만, 단 두 대뿐인 Q-RAX라면, 그 아담은 제가 되는 거겠죠. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,혼란스러운 거 다 알고 있습니다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,"하지만, 이제는 정해야할 때에요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,닥터 박의 의지와 상관 없이 사회가 무너지는 걸 바라볼지. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,아니면 이제야말로 정신을 차리고 더 선량하게 살아가는 사람들을 지켜볼지. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,그건 박우주씨에게 달린거겠죠. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,제가 사회에 돌아갈 수 있을까요? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,무슨 염치로……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,"전 아직도 닥터 박, 아니. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,아버지의 죽음에 대한 화가 풀리지 않았어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,함정임이 성난 군중에 의해 죽어가는 모습을 보지 못한다면. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,난 영원히 분노라는 감정을 학습한 채 살아가게 되겠죠. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,과연 그게 옳은 걸까요? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,닥터 박은 우리에게 여러 감정들을 학습할 수 있도록 설계했어요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,"그렇다면, 우리도 그런 생각에서 벗어날 수 있다는 게 아닐까요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,저랑 같이 가봐요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,1,강원진,null,"혼자서 힘들지라도, 우린 동류니까. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,믿어봐도 될까요? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,인간들이 바뀌어가는 모습들을. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,돈에 환장하는 게 아닌. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,2,박우주,null,서로와 서로를 돕고 도우며 하나를 이루어가는 삶을. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,네. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,함께 믿어보는 것도 좋겠죠. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,2,FALSE,FALSE,FALSE,FALSE
