L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
null,null,0,테러범,City,"아, 항복 항복. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,"자, 사실대로 불을게요. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,누가 배후입니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,이런 무지막지한 일을 벌일만한 사람이 한국에서 또 누가 있겠습니까-. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,함정임 대표지. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,함정임 대표가 무슨 이유로? ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,지금 소문이 파다하잖아요. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,함정임 대표 곧 구속될 거라는거. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,그게 이거랑 무슨 상관입니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,거 몰라서 물으시나. 여론 돌리려는 거지. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,말이 되는 소리를 하십시오. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,테러범,null,"아 몰라요 몰라, 체포하려면 하고. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,강원진,null,……. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,2,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
