L_chrImg_Index,R_chrImg_Index,Shadow_Index,talk_name_Index,CGImg_Index,Talk_Index,soundEff_Index,BGM_Index,ShakingEff_Index,wait_Index,fadeIn_Index,fadeOut_Index,fadeIn_quick_Index,fadeOut_quick_Index,RedFlash_Index,whiteFlash_Index
null,null,0,,001.Black,null,null,12.DesertBuilding,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,26.MouseClick,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,26.MouseClick,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,원치 않는 상황까지 도달하였다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,내게로 다가온 의문의 메일. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,스미스의 메시지. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,그는 내게 경찰 내부의 인물이 함정임 대표와의 정경유착 관계가 있음을 공표하였다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,그와 동시에 서로를 견제하는 그들 중 누군가는 꼭 죽을 거라고. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,"나는, 내가 믿고 있는 조직에서 이러한 일들이 일어나고 있다는 사실이 무척이나 불쾌하지만, ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,인정하고 싶지 않았다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,이 사람은 범법자니까. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,"하지만, ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,이 말이 사실이라면…... ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,후보는 한 명 뿐이다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,나는 그게 거짓이라고 믿고 싶다. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,만일 그게 유구현 청장님이라면. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,내가 가장 존경하는 이가 정경유착에 찌든 이라면. ,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,"그렇다면, 왜 그리 경한기업을 무너뜨리려 하는 것일까. ",null,null,0,2.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,"나는, 의문을 가진 채 의자에 앉아 잠을 청하였다. ",null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
null,null,0,,null,null,null,null,0,0.1,0,0,FALSE,FALSE,FALSE,FALSE
